"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
3621	"NA_[3621_506.22_3.8]"	2.59234620118169	-0.018660981611611	0.0321808817428162
2908	"NA_[2908_339.08_2.4]"	2.52883490886086	-0.0200604136756044	0.0328691434016833
1443	"NA_[1443_506.22_3.8]"	2.48771585874177	-0.0207416411137141	0.0300443965880111
3145	"NA_[3145_549.57_11.5]"	2.47567757133159	-0.0177759169325459	-0.0400870438672703
324	"NA_[324_520.24_4.4]"	2.44164226300098	-0.0210533067732672	-0.031618337085446
112	"gamma-glutamylalanine_[112_219.1_0.7]"	2.4218759599153	-0.0154627153778432	-0.0384117901941575
2087	"NA_[2087_490.29_6.1]"	2.4156715775052	-0.0170660596048393	-0.0381975675415252
1190	"NA_[1190_437.21_4.2]"	2.39962225959407	-0.0136351186870888	-0.0331299769200338
1688	"NA_[1688_147.11_1.4]"	2.38707834407671	-0.0210350994957282	-0.041473921860233
2747	"Avocadyne 4-acetate_[2747_309.24_11.6]"	2.3337142977321	-0.0187268197349244	0.0305693690401002
4303	"NA_[4303_192.16_1.9]"	2.31003648786857	-0.0160547767218403	-0.040880552813673
1800	"NA_[1800_933.56_10.8]"	2.27190306448047	-0.0224515439335903	0.0268441423319955
383	"NA_[383_206.16_2.4]"	2.25508896500752	-0.0158409062261207	-0.0322771640054069
2051	"NA_[2051_136.08_1.6]"	2.24628423923322	-0.0165066160449307	-0.0331619344389049
667	"NA_[667_928.6_10.8]"	2.24400965903618	-0.0213337027600907	0.0275162437762701
1700	"NA_[1700_221.19_1.4]"	2.22930250207498	-0.0214708891197176	0.024106435725623
3192	"NA_[3192_335.26_10.9]"	2.22673214406629	-0.0195169615366035	-0.0377706418531661
372	"NA_[372_192.16_1.9]"	2.20584779253253	-0.0155214782085246	-0.03979711462248
2335	"NA_[2335_308.29_9.6]"	2.20206271015131	-0.0170383755596564	-0.0326759458421986
2091	"NA_[2091_797.52_11.2]"	2.18991867527838	-0.0274702374996636	-0.0356927266069043
2802	"NA_[2802_494.19_2.2]"	2.18059400944967	-0.0160105959227018	-0.0220395290821944
2371	"NA_[2371_357.31_6.1]"	2.16747280405818	-0.0153724024067197	-0.0308701965411703
4026	"NA_[4026_337.27_11.6]"	2.1443561420847	-0.0207483037937569	0.0289123226649677
3342	"NA_[3342_971.24_3.2]"	2.12300800065737	-0.0134171498139596	-0.0339668796277501
3846	"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]-8-(3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)-4H-chromen-4-one_[3846_565.16_2.8]"	2.11295168751748	-0.0111529500712877	-0.0309266890673402
2745	"NA_[2745_732.56_11.2]"	2.11096128019119	-0.0179445059816929	-0.0340305408098008
2294	"NA_[2294_382.4_11.5]"	2.10992569937683	-0.0224117662008636	-0.0313863207766516
