"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
1700	"NA_[1700_221.19_1.4]"	2.35570252836628	0.0316610092527819	-0.00837078806560757
3621	"NA_[3621_506.22_3.8]"	2.3014902766006	0.0316419695657302	-0.00951394440198627
1190	"NA_[1190_437.21_4.2]"	2.28685979647182	-0.0332243575611919	-0.0269517483148419
2908	"NA_[2908_339.08_2.4]"	2.27616917082226	0.0323051147185637	-0.0119542878390942
3614	"NA_[3614_397.22_4.8]"	2.27438090176881	-0.0323878559685677	-0.0278950776165107
1443	"NA_[1443_506.22_3.8]"	2.23608691233252	0.0301038982392114	-0.0114026818968947
2087	"NA_[2087_490.29_6.1]"	2.2287465597592	-0.0345021353744091	-0.0265996021297909
2747	"Avocadyne 4-acetate_[2747_309.24_11.6]"	2.16275684320453	0.0315465963045031	-0.0115299908779646
3970	"NA_[3970_235.15_4.2]"	2.12766939020249	-0.0315650165803073	-0.0244949379713079
1800	"NA_[1800_933.56_10.8]"	2.11651659717964	0.0285027410177312	-0.013039911822874
2051	"NA_[2051_136.08_1.6]"	2.05571260231098	-0.0306721301162214	-0.0260431791125664
2465	"NA_[2465_218.12_4.2]"	2.04696873651681	-0.030980120200169	-0.0215405251332352
2526	"NA_[2526_293.21_7.3]"	2.04604042087761	-0.0295710006569549	-0.0286945716525724
3189	"NA_[3189_203_1.5]"	2.04121142479459	0.0270765838971386	-0.0139717181891062
3846	"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]-8-(3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)-4H-chromen-4-one_[3846_565.16_2.8]"	2.03695797186345	-0.0314125140096747	-0.0186391188266626
112	"gamma-glutamylalanine_[112_219.1_0.7]"	2.03607149862303	-0.0316254850092614	-0.0195198428720279
667	"NA_[667_928.6_10.8]"	2.02801744151237	0.0283382794761248	-0.014895831737722
3480	"NA_[3480_404.19_3.6]"	2.00649308398317	0.0248963761773307	-0.00274696329395462
3533	"NA_[3533_535.4_10.2]"	2.00497983191428	-0.0288684826247872	-0.0292202863907864
4026	"NA_[4026_337.27_11.6]"	1.9744945161984	0.0296440039084974	-0.0168147351494225
1373	"NA_[1373_368.35_8]"	1.97435673843247	-0.0240360164261387	-0.0374405243177898
2136	"NA_[2136_497.42_11.8]"	1.9610318372225	-0.028106092330408	-0.0269908537113905
4088	"NA_[4088_752.52_11]"	1.95857011907645	0.0270667762424716	-0.00995245386459436
1688	"NA_[1688_147.11_1.4]"	1.95818223790561	-0.0307607490515685	-0.0231789840794612
89	"NA_[89_412.31_8.7]"	1.95781543156251	-0.0292444887768925	-0.0198748411138682
383	"NA_[383_206.16_2.4]"	1.95059898164324	-0.0275588423977609	-0.0259905623661782
1331	"NA_[1331_293.21_7.3]"	1.94741106539481	-0.0279903934813038	-0.0298926919340628
144	"trans-EKODE-(E)-Ib_[144_293.21_7.6]"	1.94683633352663	-0.0302773643133544	-0.0298150298627454
2234	"1-cyano-8-(methylsulfinyl)heptane_[2234_188.11_3.2]"	1.92971364982666	-0.0296073085988882	-0.0192579319249933
324	"NA_[324_520.24_4.4]"	1.92809022170229	-0.0288117375875955	-0.0251352050297573
4254	"NA_[4254_348.07_0.7]"	1.92775717822831	0.0214401958656084	-0.00103509875139689
4076	"NA_[4076_353.27_6.8]"	1.92544524554986	-0.0245148844669364	-0.0361674380383341
2351	"NA_[2351_275.2_7.3]"	1.92460313565573	-0.0300086188740835	-0.0187416486531381
307	"L-Glutathione (reduced)_[307_308.09_0.8]"	1.91484831797675	0.0228046722633034	-0.00253292678960868
864	"NA_[864_584.47_9.5]"	1.91388158689488	0.0209726450498144	-0.002425833044882
1915	"hypoxanthine_[1915_137.05_0.8]"	1.90663382438798	-0.0276869848432538	-0.0223946894740581
3773	"NA_[3773_468.31_8.3]"	1.90619948967505	-0.0274749076574597	-0.0269238976136581
752	"NA_[752_348.07_0.7]"	1.90572752773002	0.0211374138297006	-0.00145491121744234
1947	"NA_[1947_513.39_10.3]"	1.89957990643696	-0.0283328058673349	-0.0249865970560208
3979	"NA_[3979_404.19_3.8]"	1.89641524654534	0.0211051369283805	0.00233159453024696
4058	"NA_[4058_285.22_9.3]"	1.89547118311366	0.0200322203709313	-0.00146664167092011
1276	"NA_[1276_356.32_10]"	1.88982520417902	0.0291325005212773	-0.0167357794601948
1698	"NA_[1698_515.32_8.5]"	1.88859317255941	-0.0276958973280593	-0.0250118544832164
1133	"NA_[1133_212.16_3.1]"	1.88380106744254	0.0218096483748646	-0.00309911371052327
99	"NA_[99_315.19_7.3]"	1.88374964027846	-0.0281270421111877	-0.023046282831658
3922	"8-(methylsulfinyl)octyl isothiocyanate_[3922_234.1_5.1]"	1.88145334152007	-0.0307352240739183	-0.0133518025349549
4003	"NA_[4003_249.16_4.2]"	1.87659132820371	-0.0292986469518569	-0.016744187558997
1705	"NA_[1705_476.32_6]"	1.87646718880187	-0.0274282662130363	-0.020638204152949
3145	"NA_[3145_549.57_11.5]"	1.86963588756815	-0.0298430848388824	-0.0176190313136855
2147	"NA_[2147_466.19_3.2]"	1.85988937763155	-0.0204982375437772	-0.0375970574694209
662	"bis-gamma-glutamylcystine_[662_499.11_0.7]"	1.84651774115054	0.0267631105994163	-0.0183783424989285
877	"NA_[877_261.2_4.3]"	1.84170238041384	-0.022549937086283	-0.0338372853182435
3694	"NA_[3694_392.27_8.5]"	1.83949019516289	0.0252477498493536	-0.00953629689015342
3526	"N-acetylphenylalanine_[3526_208.1_3.2]"	1.83940776419067	-0.0225613002585672	-0.0338550993573239
424	"NA_[424_333.17_3]"	1.8379987607752	0.0274363560530635	-0.0173140946689252
2335	"NA_[2335_308.29_9.6]"	1.83130822526627	-0.0278253563510183	-0.0220568927532101
2802	"NA_[2802_494.19_2.2]"	1.82675327565667	-0.0194518258311082	-0.0378420071474291
2371	"NA_[2371_357.31_6.1]"	1.82589219925001	-0.0247934850098194	-0.0273588716070013
1648	"NA_[1648_504.44_10.6]"	1.82479777524391	-0.0195067174011259	-0.0377045702886571
302	"NA_[302_269.23_10.2]"	1.82380568747893	-0.0208762366919236	-0.0348369632891264
2182	"NA_[2182_204.12_3.8]"	1.82215247210801	-0.0288067524896514	-0.0163707510143111
1326	"NA_[1326_263.18_4.2]"	1.8219180769843	-0.0286534613519055	-0.0157065549154835
1541	"NA_[1541_511.18_3.8]"	1.814159261959	0.0304631584482169	-0.0171422378244986
834	"NA_[834_369.12_3]"	1.81223444023266	-0.0194155070740381	-0.0374945177972561
3168	"NA_[3168_340.28_7.8]"	1.81069794204241	-0.0241695633713821	-0.0354443970596995
1575	"NA_[1575_358.26_6.8]"	1.81027481487319	-0.0271837903022615	-0.0249247865301725
130	"NA_[130_184.1_3.2]"	1.80875546409202	-0.0233721018721413	-0.029522486242705
131	"h-gamma-Glu-leu-oh_[131_261.14_2.2]"	1.80712800313751	-0.0286302939800858	-0.0192437416468486
1246	"NA_[1246_404.15_3.1]"	1.80538120522946	-0.0191020993139888	-0.0378712665210569
2847	"1-cyano-8-(methylsulfinyl)octane_[2847_202.13_3.8]"	1.80256093936771	-0.0285959933097698	-0.0159502992450346
192	"NA_[192_243.13_2.8]"	1.80248047874165	-0.0265964339482687	-0.0218892147357698
2152	"NA_[2152_366.34_7.5]"	1.79663780999908	-0.0227154231068433	-0.032573066191134
2310	"NA_[2310_381.08_1]"	1.79255305861298	0.0250288534636506	-0.0189547223203865
4280	"1-isothiocyanato-6-(methylsulfinyl)hexane_[4280_188.06_5.4]"	1.7892105259472	-0.0269144523680971	-0.0216611268255207
409	"NA_[409_233.17_3.8]"	1.78327711503879	-0.0283333163957116	-0.0158399123771179
1435	"Suberylglycine_[1435_232.12_2.7]"	1.78257495037575	0.020254822277406	-0.000846731341496742
1535	"NA_[1535_170.08_2.7]"	1.78051084984315	-0.0229642332229444	-0.0289366086411764
617	"NA_[617_277.22_11.8]"	1.77716212184173	-0.0258444227720855	-0.0257722116810333
2604	"NA_[2604_479.26_5.8]"	1.77296462151648	-0.0285236968871929	-0.0128640013244642
2268	"methionine S-oxide_[2268_166.05_0.6]"	1.77101616482997	-0.0256652940642356	-0.0199290174778181
1216	"NA_[1216_768.56_11.6]"	1.76837455957781	0.0239109627905267	-0.0181189269608873
700	"NA_[700_279.16_6]"	1.76679236869982	-0.0243083113937593	-0.0318342587712867
1554	"(S)-5'-Deoxy-5'-(methylsulfinyl)adenosine_[1554_314.09_2.7]"	1.76527617967196	0.0198002789898717	-0.000717670347345287
2200	"NA_[2200_325.11_1]"	1.76393972992282	0.0263605195997145	-0.0221543343314577
3731	"NA_[3731_393.28_8.9]"	1.76277346982021	0.0268138678624906	-0.0188470019753724
1337	"NA_[1337_138.13_3.8]"	1.760255961548	-0.0281827207341178	-0.0149157469952071
3774	"NA_[3774_348.16_4.1]"	1.75986141823644	-0.0271159903391119	-0.0208136805827049
1629	"NA_[1629_358.26_5.8]"	1.7597610892275	-0.0255703046947013	-0.0266377520478777
1243	"NA_[1243_315.19_7.2]"	1.75544696221215	-0.0211738346753148	-0.0372486515310406
527	"gamma-glutamylphenylalanine_[527_295.13_2.3]"	1.75440468571827	-0.0217116675865398	-0.029760990549812
1279	"3-(4-hydroxyphenyl)lactic acid_[1279_165.05_0.9]"	1.75216468008072	-0.0290581033671836	-0.0176391422716254
2184	"NA_[2184_298.27_9.4]"	1.75007632833463	-0.0278583140318949	-0.0247874074293076
189	"NA_[189_233.17_3.2]"	1.74787654057561	-0.0278268399146468	-0.0138048132884279
1652	"NA_[1652_416.26_3.5]"	1.74762909586324	0.0257761340232039	-0.0157233394861305
3400	"NA_[3400_792.56_11]"	1.74433133014138	0.025857895823029	-0.0166096985349799
4279	"NA_[4279_343.24_7.4]"	1.74340699382779	-0.0293130367392425	-0.0101419964921296
