id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
1_mapp_batch_00109_sirius_1	C45H83NO10	[M + Na]+	C45H83NO10	Fatty acids	0.9597887992858887	Sphingolipids	0.8350372314453125	Neutral glycosphingolipids	0.9675413966178894	Alkyl glycosides	0.6360884308815002	Alkyl glycosides	0.6360884308815002	Fatty acyl glycosides	0.9322662353515625	Fatty Acyls	0.9924401044845581	Lipids and lipid-like molecules	0.9920772314071655	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1
2_mapp_batch_00109_sirius_2	C28H33N3O11	[M + Na]+	C28H33N3O11	Amino acids and Peptides	0.7427961826324463	Small peptides	0.5192630887031555	Dipeptides	0.23277878761291504	N-acyl-alpha amino acids and derivatives	0.9599393010139465	Amino acids and derivatives	0.9905842542648315	Amino acids, peptides, and analogues	0.9904161691665649	Carboxylic acids and derivatives	0.9895610809326172	Organic acids and derivatives	0.9995494484901428	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Phenols; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Disaccharides; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary alkylarylamines; Tetrahydrofurans; Dialkylarylamines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	2
3_mapp_batch_00109_sirius_3	C9H10O3	[M + H]+	C9H10O3	Shikimates and Phenylpropanoids	0.944962203502655	Phenylpropanoids (C6-C3)	0.9620576500892639	Cinnamic acids and derivatives	0.9468852281570435	Alkyl-phenylketones	0.9943799376487732	Ketones	0.9637291431427002	Carbonyl compounds	0.9988239407539368	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Ketones; Acetophenones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl ketones; Aryl alkyl ketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	3
4_mapp_batch_00109_sirius_4	C10H21NO2S2	[M - H2O + H]+	C10H19NOS2	Fatty acids	0.5243991017341614	Lysine alkaloids	0.7342190742492676	Piperidine alkaloids	0.5873206257820129	Azepanes	0.6802198886871338					Azepanes	0.6802198886871338	Organoheterocyclic compounds	0.4200764000415802	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Azepanes; Sulfoxides; Isothiocyanates; Sulfinyl compounds; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	4
5_mapp_batch_00109_sirius_5	C25H49NO5	[M + H]+	C25H49NO5	Fatty acids	0.9999290704727173	Fatty esters	0.9999545812606812	Fatty acyl carnitines	0.9944842457771301	Acyl carnitines	0.7766231298446655	Acyl carnitines	0.7766231298446655	Fatty acid esters	0.9998278617858887	Fatty Acyls	0.9997099041938782	Lipids and lipid-like molecules	0.9986808896064758	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	5
6_mapp_batch_00109_sirius_6	C25H43N3O15	[M + H]+	C25H43N3O15	Carbohydrates	0.8678421974182129	Aminosugars and aminoglycosides	0.6986193656921387	Aminosugars	0.40137699246406555	Alkyl glycosides	0.34369906783103943	Alkyl glycosides	0.34369906783103943	Fatty acyl glycosides	0.22430814802646637	Fatty Acyls	0.12437953799962997	Lipids and lipid-like molecules	0.18556168675422668	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	6
7_mapp_batch_00109_sirius_7	C10H10N2OS	[M + H]+	C10H10N2OS	Alkaloids	0.9958719611167908	Tryptophan alkaloids	0.7568199038505554	Simple indole alkaloids	0.8946550488471985	3-alkylindoles	0.6833455562591553	3-alkylindoles	0.6833455562591553	Indoles	0.9298104643821716	Indoles and derivatives	0.9761431217193604	Organoheterocyclic compounds	0.999529242515564	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrroles; Thiazoles; Indoles and derivatives; Organonitrogen compounds; Substituted pyrroles; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	7
8_mapp_batch_00109_sirius_8	C11H12N2O2	[M + Na]+	C11H12N2O2	Amino acids and Peptides	0.9978436231613159	Small peptides	0.9971478581428528	Aminoacids	0.9887844324111938	Alpha amino acids	0.9835471510887146	Amino acids and derivatives	0.9998810291290283	Amino acids, peptides, and analogues	0.9998924732208252	Carboxylic acids and derivatives	0.9998947381973267	Organic acids and derivatives	0.9999094009399414	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted pyrroles; Alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	8
9_mapp_batch_00109_sirius_9	C10H23NO4S2	[M - H2O + H]+	C10H21NO3S2	Fatty acids	0.8319405317306519	Fatty amides	0.6985985636711121	Polyamines	0.515432596206665	Medium-chain fatty acids	0.6808586716651917	Medium-chain fatty acids	0.6808586716651917	Fatty acids and conjugates	0.647020697593689	Fatty Acyls	0.8927002549171448	Lipids and lipid-like molecules	0.8250943422317505	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Straight chain fatty acids; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic sulfonamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	9
10_mapp_batch_00109_sirius_10	C5H6N4O2	[M - H2O + H]+	C5H4N4O	Alkaloids	0.9899869561195374	Pseudoalkaloids	0.6925923824310303	Purine alkaloids	0.6287534832954407	6-oxopurines	0.7581751346588135	Purinones	0.6278383731842041	Purines and purine derivatives	0.3664608895778656	Imidazopyrimidines	0.42891228199005127	Organoheterocyclic compounds	0.9999995231628418	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	10
