"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
2066	"NA_[2066_504.51_11.3]"	2.40935047036765	-0.0121274836935422	-0.040239773488698
2351	"NA_[2351_275.2_7.3]"	2.3832114156844	-0.013914871088467	-0.0367527571787136
2846	"NA_[2846_742.59_10.7]"	2.36392183550736	-0.00725877473316352	-0.0409218733969462
1376	"NA_[1376_452.48_11.2]"	2.18718886825894	-0.0268970356437697	-0.0296290462200811
3168	"NA_[3168_340.28_7.8]"	2.17473721772018	-0.0171505603455201	-0.0334574377251533
803	"NA_[803_275.2_7.3]"	2.15576184905325	-0.0155375084298986	-0.0310562633181111
1415	"NA_[1415_336.33_8.7]"	2.10614266351403	-0.0214307133179108	-0.0364137888578007
3610	"NA_[3610_130.1_0.7]"	2.06585791622455	-0.0111510505936551	-0.0340111972311438
3809	"NA_[3809_275.2_7.3]"	2.0473732167134	-0.0141741424636394	-0.0306534070790271
2398	"NA_[2398_326.27_7.8]"	1.97481756479253	-0.0146618400626354	-0.0315923316486116
3544	"NA_[3544_142.12_8.7]"	1.96981458806974	-0.00607720734959302	-0.0356699666472338
4416	"NA_[4416_315.26_4.9]"	1.96730842057813	-0.00796829756831263	-0.0323226473590881
99	"NA_[99_315.19_7.3]"	1.96125820341587	-0.0167208503850787	-0.0257679315783743
1331	"NA_[1331_293.21_7.3]"	1.95122596473309	-0.0144963741366223	-0.029655070530836
40	"Elaidolinolenic acid_[40_261.22_8.3]"	1.9494990908892	-0.00652396792904925	-0.0362231504072098
3114	"NA_[3114_306.28_9]"	1.94835700145178	-0.00913674424965197	-0.0353459767427578
1865	"NA_[1865_354.34_9.5]"	1.94253796073582	-0.0162645931723102	-0.0328226807922939
3398	"NA_[3398_280.26_7.3]"	1.93456501422074	-0.00495112874568048	-0.0362178534262122
444	"NA_[444_255.13_0.7]"	1.9340017291241	-0.0215656223544303	-0.0355590662719707
3566	"NA_[3566_504.51_11.6]"	1.92383110315813	-0.00950043563396632	-0.0349350546149163
296	"NA_[296_279.25_8.3]"	1.92133756785069	-0.00493952260727922	-0.0362065397729782
800	"NA_[800_280.26_7.2]"	1.9187672966291	-0.00493957842226065	-0.0361633366171008
222	"NA_[222_263.24_7.3]"	1.91710553029613	-0.00485817532751911	-0.0358747111335502
723	"NA_[723_376.32_9.5]"	1.91694226645147	-0.00724583849097659	-0.0331058001658342
874	"NA_[874_242.25_8.6]"	1.91581426032044	-0.00432697552035912	-0.0359563881509019
2372	"NA_[2372_240.23_8.3]"	1.91547337328797	-0.00437880447659296	-0.0360247174300759
558	"NA_[558_245.23_8.7]"	1.91414398046185	-0.00438875763118609	-0.035795502779403
2697	"NA_[2697_306.28_7.5]"	1.91390121200326	-0.00450971953039175	-0.0359678277602305
2429	"NA_[2429_455.46_10.3]"	1.91269740208499	-0.00609675531649754	-0.0347754168823209
1632	"NA_[1632_296.29_9.8]"	1.91004065578723	-0.00451504359362157	-0.0359096418824057
