"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
4016	"NA_[4016_300.22_5.6]"	3.08892509425428	-0.040621584336804	0.00956112535666233
1214	"NA_[1214_451.23_5.6]"	2.79292811633588	-0.0355695473126701	0.0103582276565094
200	"NA_[200_532.38_7.8]"	2.68062726854745	-0.0393908705406331	0.0156352913678325
2870	"NA_[2870_537.54_11.4]"	2.67146340427387	-0.033524185428484	0.0249676115843823
4149	"NA_[4149_537.54_11.4]"	2.65676606385629	-0.0330358987745573	0.0262379960119148
1417	"NA_[1417_959.57_10.8]"	2.61352531748703	-0.0396061666454417	-0.00824315185951559
1547	"NA_[1547_813.49_11.2]"	2.57833140585764	-0.0387969845548231	-0.0131937502114172
885	"NA_[885_773.52_11.6]"	2.51535209093064	-0.0387211243279375	-0.0122273057857192
390	"NA_[390_630.51_11.8]"	2.48874496110931	-0.0375007015523041	-0.0142490260245974
2091	"NA_[2091_797.52_11.2]"	2.45979935379429	-0.0362989818751311	-0.00335622732056737
2194	"NA_[2194_643.25_9.5]"	2.45181564562069	-0.0368842137658952	0.00493710420817605
2397	"NA_[2397_561.19_2.6]"	2.43082627269773	-0.037516161871661	-0.0157790668617788
388	"NA_[388_954.61_10.8]"	2.42042254013993	-0.0371776600344451	-0.0115387919903248
1560	"NA_[1560_335.26_11.2]"	2.41073530092722	-0.0366554301264549	-0.00984013952060695
50	"NA_[50_629.27_10.3]"	2.40852363563811	-0.0358383203559381	-0.00629458997234682
479	"NA_[479_613.48_10.8]"	2.4077386291369	-0.0367470505315714	-0.0124301680115269
677	"NA_[677_273.22_8.8]"	2.38130555074944	-0.0348499429926452	0.00423659707635183
4019	"beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-_[4019_298.1_2]"	2.38051219923547	-0.0351167055756121	0.0029073718757718
3601	"NA_[3601_251.13_6.5]"	2.37139998339656	-0.0280163887439297	0.0272643452223529
696	"NA_[696_599.41_7.3]"	2.33234719157241	-0.0355267137981116	-0.0072305883978236
3326	"NA_[3326_764.53_10.9]"	2.33157087015266	-0.0350139663765509	-0.0058122716497299
3399	"NA_[3399_792.56_11.2]"	2.30111215467703	-0.0348900482017929	-0.00676689993619643
2505	"NA_[2505_771.5_11.2]"	2.29925618650808	-0.03501984397096	-0.00371694366615727
86	"NA_[86_327.23_7.6]"	2.28422923854525	-0.0347286410998114	0.00124621361322634
3892	"NA_[3892_282.9_0.5]"	2.28365762868014	-0.0338802564401743	-0.0169536761321338
