"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
4	"2-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol_[4_381.08_0.6]"	40.6708125624493	0.395322511257089	-0.607124339861626
4188	"NA_[4188_360.15_0.6]"	26.2229805012721	0.223169787337515	-0.401557600192487
12	"NA_[12_360.15_0.6]"	23.3313765970362	0.26828582056377	-0.350963692527309
2	"NA_[2_607.29_10.3]"	19.0523200637508	0.492695570472101	-0.311625653196542
2941	"NA_[2941_318.15_2.1]"	13.4694461752324	0.0119469880780698	-0.253676209771511
1	"phloretin_[1_275.09_3.7]"	11.1855318020811	0.46789108078123	0.0990887518331961
3	"NA_[3_221.04_0.6]"	9.07202718397846	0.547850683259972	0.0194706083582162
2511	"NA_[2511_284.22_7.7]"	8.03036087903098	0.00713516820842025	-0.15125597552695
1555	"2-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol_[1555_381.08_1.5]"	6.10036535604929	0.0415116584667474	-0.0923700776684893
2518	"NA_[2518_256.19_6.6]"	5.75335209702517	0.00511007144538629	-0.108356656849772
2403	"NA_[2403_318.15_2.2]"	5.73050307366117	0.00513157792539853	-0.107926784815922
2847	"NA_[2847_360.15_1.6]"	5.3645008928448	0.0723539299632994	-0.0805544926583499
3948	"2-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol_[3948_381.08_1.6]"	4.99876195828424	0.032063230724089	-0.0777746963278998
4177	"NA_[4177_360.15_1.6]"	4.97499589526403	0.0339465843275157	-0.0761220055696929
4041	"NA_[4041_256.19_6.7]"	4.75068398389811	0.00422058575553009	-0.0894706294272372
40	"3-alpha-Mannobiose_[40_325.11_0.6]"	4.61573624807241	0.0550644931964954	-0.0692954874154741
4052	"NA_[4052_607.29_10.3]"	4.58370017300504	0.114773801742477	-0.0553088203795977
56	"3-alpha-Mannobiose_[56_365.11_0.6]"	4.42118707739438	0.0566676242174928	-0.0660817813226582
6	"NA_[6_621.27_9.5]"	4.40634056857914	0.15014514040612	-0.0726071005812729
11	"hexane-1,2,3,4,5,6-hexol_[11_183.09_0.6]"	4.27501104390054	0.252227108559369	0.01360845070606
51	"NA_[51_219.03_0.6]"	4.19944474384092	0.0388383400267839	-0.067485289665319
31	"NA_[31_778.54_10.9]"	4.16027965494285	0.0518670147348242	-0.0624858518515298
2688	"NA_[2688_341.09_2.3]"	3.65054210849807	0.00488205913513182	-0.044771936764473
2081	"NA_[2081_479.08_3.1]"	3.62446086258331	0.00869980747578016	-0.0620613331590112
10	"NA_[10_280.26_8.7]"	3.61034240561499	0.0778137083566408	-0.0528802140192355
20	"NA_[20_568.43_10.3]"	3.34027343248756	0.0534163668779093	-0.0497467756549596
2565	"NA_[2565_778.54_10.9]"	3.29112287550306	0.018787917428448	-0.0441299173763743
3949	"NA_[3949_221.04_1.4]"	3.11973948222188	0.19219567162902	0.00427449435151761
21	"NA_[21_792.56_11.2]"	3.11643455164591	0.0519770236056348	-0.0476117115043624
36	"NA_[36_537.54_10.7]"	3.03471949663044	0.0613833769040153	-0.0454665237003888
89	"3-alpha-Mannobiose_[89_343.12_0.6]"	2.96983216980177	0.0287533532674134	-0.0444927282927963
24	"NA_[24_205.07_0.6]"	2.91857704989425	0.157146021987964	0.023690701073595
